"Time_Iter","Outer_Iter","Inner_Iter",    "rms[Rho]"    ,    "rms[RhoU]"   ,    "rms[RhoV]"   ,    "rms[RhoE]"   
          0,           0,          76,      -2.897254134,       0.385791168,      0.7511775921,       4.279037277
          0,           0,          77,       -2.77593812,      0.5011657209,      0.8516000693,       4.356060336
          0,           0,          78,      -2.627316601,      0.6613806117,      0.9760122174,       4.465709626
          0,           0,          79,      -2.605441567,      0.7012613354,      0.9955790034,       4.489342272
          0,           0,          80,      -2.618188841,      0.6984851362,      0.9801722331,       4.484859763
          0,           0,          81,      -2.577518544,      0.7704882416,        1.03460507,        4.53679885
          0,           0,          82,      -2.097624639,       0.910476121,       1.227132819,       4.578990036
          0,           0,          83,      -1.967217948,       1.036489633,       1.339471117,       4.627824999
          0,           0,          84,      -1.899626046,       1.090687175,       1.460951739,       4.796103315
          0,           0,          85,      -1.872820669,       1.137177681,       1.421888778,         4.7215605
          0,           0,          86,      -2.371256463,        1.29656024,       1.243772408,       4.994851784
          0,           0,          87,      -2.226082786,       1.357325586,       1.373217721,       5.062767881
          0,           0,          88,      -2.491301636,       1.191194252,       1.162622533,       4.902588235
          0,           0,          89,      -2.428849097,       1.083936734,        1.25163365,       4.868995156
          0,           0,          90,      -2.465090741,       1.070156492,       1.184134872,       4.844497666
          0,           0,          91,      -2.426386538,       1.087240339,       1.233178233,        4.87257277
          0,           0,          92,      -2.298822489,        1.30657813,       1.393535851,        5.04792577
          0,           0,          93,      -1.831293139,       1.288005284,       1.635949029,       5.015117915
          0,           0,          94,      -1.996851576,       1.191395709,       1.533926057,       4.960861083
          0,           0,          95,      -2.294584538,       1.223491465,       1.342029156,       4.976199418
          0,           0,          96,      -2.518492396,        1.22021118,       1.182821906,       4.947989452
          0,           0,          97,      -1.924598385,       1.853590649,       1.746069929,       5.528976352
          0,           0,          98,      -1.931446148,       1.771997324,       1.672623953,       5.394889358
          0,           0,          99,        -1.9334262,       1.813129995,       1.692855511,        5.43492142
          0,           0,         100,      -1.912066584,       1.805580618,       1.715208599,       5.443978609
          0,           0,         101,      -2.046716955,       1.683442108,        1.55951834,       5.318414517
          0,           0,         102,      -2.048562875,       1.537363934,       1.570436447,       5.183880417
          0,           0,         103,       -1.99322329,       1.572405588,       1.626648834,       5.229409328
          0,           0,         104,      -1.991334473,       1.524724524,       1.636768812,       5.208238846
          0,           0,         105,     -0.5762534074,       3.095039247,       3.057582828,       6.731946716
          0,           0,         106,      -1.600938357,       1.980275862,       2.040689856,       5.629107228
          0,           0,         107,      -1.313878353,       2.308474105,       2.324630048,       5.948253878
          0,           0,         108,     -0.8180975133,       2.873359504,        2.82221048,       6.516801696
          0,           0,         109,     -0.6310130434,       3.059814867,       3.010958532,       6.704618271
          0,           0,         110,     -0.5776028624,       3.112695863,        3.06500066,       6.758028949
          0,           0,         111,     -0.6136309699,       3.075792538,       3.029170785,        6.72130201
          0,           0,         112,       -1.17807217,       2.511460145,       2.464348813,         6.1572179
          0,           0,         113,      -1.167658518,       2.522874995,       2.475799299,       6.169700691
          0,           0,         114,      -1.261353707,       2.428589118,       2.382407775,         6.0759356
          0,           0,         115,      -1.296310538,        2.39622626,       2.310602138,       6.013069451
          0,           0,         116,      -1.575100606,       2.113991824,       2.044576585,       5.743453471
          0,           0,         117,      -1.590200982,       2.097862617,       2.009037167,       5.794899037
          0,           0,         118,      -1.575507308,       2.110354907,       2.027680013,        5.98367746
          0,           0,         119,      -1.550211035,       2.126277417,        2.06435158,       5.797698428
          0,           0,         120,      -1.519198259,       2.154951416,       2.104658017,       5.790604404
          0,           0,         121,       -1.56825438,       2.097231102,       2.085962007,       5.759975068
          0,           0,         122,      -1.711048688,        1.92402699,       1.975147455,       5.621333312
          0,           0,         123,      -1.744091696,        1.79289019,       1.932054245,       5.523176519
          0,           0,         124,      -1.812909341,       1.707399925,       1.878613411,       5.477650844
          0,           0,         125,      -1.902697537,       1.575246393,       1.807796635,       5.497081799
          0,           0,         126,      -1.986135881,       1.411691305,       1.730321182,       5.476206797
          0,           0,         127,      -1.931343994,       1.498863138,       1.767312089,       5.366882876
          0,           0,         128,      -1.644136484,        1.87660727,       2.034571468,        5.67473093
          0,           0,         129,       -1.83019246,       1.815795515,        2.11211395,       6.409256264
          0,           0,         130,       -1.20744744,        2.43472837,       2.502999004,       6.651147616
          0,           0,         131,      -1.707537747,       2.011732628,       2.304768587,       6.672528126
          0,           0,         132,      -1.739456457,       2.035432127,       2.298799331,       6.702587041
          0,           0,         133,      -1.637054616,       2.069467628,       2.277997057,       6.660585934
          0,           0,         134,      -1.813432722,       1.944008406,       2.139978605,       6.570434458
          0,           0,         135,      -1.900392582,       1.799525083,       1.992114576,       6.399271934
          0,           0,         136,      -1.907441499,       1.652581032,       1.867838498,       6.176231838
          0,           0,         137,     -0.6717696768,       2.843853599,       3.023912034,       6.588547605
          0,           0,         138,     -0.6297620582,       2.530876667,         3.1221234,       6.607706525
          0,           0,         139,     -0.8590902495,       2.129309742,       2.922181969,       6.432921333
          0,           0,         140,       -1.38357028,       1.670351928,       2.147839124,       5.864994837
          0,           0,         141,      -1.405883211,       1.652983048,       2.119811474,       5.934641015
          0,           0,         142,      -1.024058246,       2.378254181,       2.729857702,       6.325948131
          0,           0,         143,       -1.13195004,       1.928256573,       2.661217528,       6.278894277
          0,           0,         144,      -1.519957652,       1.792353496,       2.074984726,       6.121621552
          0,           0,         145,      -1.535012139,       1.759904426,       2.047309075,        6.16877222
          0,           0,         146,      -1.408626274,       1.963416631,        2.20859819,       6.191982011
          0,           0,         147,      -1.587090004,       1.742764143,       1.969244494,       6.201031338
          0,           0,         148,      -1.540662431,       1.906131893,        2.06699671,       6.229944164
          0,           0,         149,      -1.677899685,       1.741039446,       1.937258123,       6.279869083
          0,           0,         150,      -1.433029304,       1.852984663,       2.359232799,       6.343128376
          0,           0,         151,      -1.087768912,       2.233216587,       2.553456414,        6.37020828
          0,           0,         152,     -0.6064101667,       2.834285158,        2.99747886,       6.537864118
          0,           0,         153,      -1.689394067,       1.828546408,       1.994764754,       6.371697492
          0,           0,         154,      -1.626011196,       1.873392938,        2.05677924,       6.350189309
          0,           0,         155,      -1.651579381,       1.857651833,       2.056987033,       6.573066528
          0,           0,         156,      -1.517806372,       1.968550824,       2.170557082,       6.547175222
          0,           0,         157,      -1.179756877,       2.179325341,       2.316454285,       6.706385397
          0,           0,         158,      -1.536391925,        2.02992385,       2.251762004,       6.789012473
          0,           0,         159,      -1.443513336,       1.993284623,       2.437498785,        6.95438136
          0,           0,         160,      -1.299646012,       1.954258276,       2.632829787,       7.038180659
          0,           0,         161,      -1.244500398,       2.001764368,       2.762964249,       7.186407764
          0,           0,         162,      -1.178175251,       1.974356754,       2.847015989,       7.216090556
          0,           0,         163,       -1.03990621,       2.270639483,       2.885491912,       6.897776827
          0,           0,         164,      -1.332976273,       2.160715726,       2.450428083,        6.26039639
          0,           0,         165,      -1.485940672,       2.040658973,        2.28432043,       6.261897276
          0,           0,         166,      -1.378371205,       2.143787141,       2.342129437,       6.196745471
          0,           0,         167,      -1.155247036,       2.298406752,       2.482419139,       6.151567542
          0,           0,         168,      -1.235755793,       2.225313013,       2.414751418,       6.156202144
          0,           0,         169,         -1.305739,       2.189830692,       2.355645719,       6.134092226
          0,           0,         170,      -1.304770325,       2.205355805,       2.338385086,       6.085455348
          0,           0,         171,      -1.277399926,       2.348421643,       2.438835073,         6.0618307
          0,           0,         172,      -1.205026771,       2.575992678,       2.481966977,       6.679408735
          0,           0,         173,      -1.236995752,       2.757726821,       2.438706887,       6.963966424
          0,           0,         174,      -1.292850088,       2.262035323,       2.385038155,       6.343363352
          0,           0,         175,      -1.251828005,        2.28340849,       2.447126597,       6.246680921
          0,           0,         176,      -1.488805512,        2.14343652,       2.322418958,       6.191455464
          0,           0,         177,      -1.598737965,       2.039305498,       2.171234573,       6.145604056
          0,           0,         178,      -1.037136059,       2.516899413,       2.487211331,       6.219962047
          0,           0,         179,      -1.003995604,       2.536700763,        2.64425532,       6.346412565
          0,           0,         180,      -1.039858495,       2.563556903,       2.510447501,       6.397229619
          0,           0,         181,     -0.9373581579,       2.611182598,       2.627687719,       6.312035969
          0,           0,         182,     -0.9311109696,       2.627126208,       2.572747979,       6.227304017
          0,           0,         183,     -0.9212560942,       2.657368486,       2.595799723,       6.470048725
          0,           0,         184,     -0.8988759179,       3.216926383,       2.668592119,       7.805927966
          0,           0,         185,     -0.4129194769,       3.194430719,       3.158246329,       7.100957668
          0,           0,         186,      -1.039597469,        2.48332822,       2.612018497,       6.311810878
          0,           0,         187,     -0.6372915039,       2.965862306,       3.035249973,       6.656165343
          0,           0,         188,     -0.9724020089,       2.580245592,       2.662287228,       6.242455193
          0,           0,         189,      -0.919542492,       2.665075686,       2.640657426,       6.262605165
          0,           0,         190,     -0.8673276822,        2.72772391,       2.653992736,       6.294670688
          0,           0,         191,     -0.6942585949,       2.872513771,       2.818673938,       6.525647553
          0,           0,         192,     -0.5983119257,       2.941657136,       2.928795253,       6.533243037
          0,           0,         193,     -0.3534647065,       3.223757955,       3.142282723,       6.748183171
          0,           0,         194,      -1.137164839,       2.501045385,       2.436037334,       6.163498055
          0,           0,         195,     -0.6138580071,        3.00489153,       3.070745382,       6.701783751
          0,           0,         196,     -0.6599223711,       2.960751952,       3.040979418,       6.688710697
          0,           0,         197,     -0.5596154692,       3.091928987,       3.005593631,       6.683261783
          0,           0,         198,     -0.6493534069,       2.826501698,       2.963764236,       6.507959343
          0,           0,         199,     -0.7031550059,       2.759161836,       2.885031144,       6.413525817
          0,           0,         200,     -0.7878180545,       2.679784197,       2.788034576,        6.33873666
          0,           0,         201,     -0.9146115333,       2.599844991,       2.665653798,       6.290879151
          0,           0,         202,      -1.023849817,       2.553635555,       2.596608009,       6.325200386
          0,           0,         203,      -1.046030851,       2.500753164,       2.568272981,       6.295712896
          0,           0,         204,      -1.044855446,       2.716139969,        2.59233273,       7.010780039
          0,           0,         205,        -1.0374526,       2.510020783,       2.595961839,        6.39537883
          0,           0,         206,      -1.026023429,       2.477720131,       2.618624067,       6.370001048
          0,           0,         207,      -1.015582144,       2.498329828,       2.624079843,       6.452701613
          0,           0,         208,      -1.004085447,       2.563897837,       2.647776713,       6.518757914
          0,           0,         209,     -0.9964915111,       2.576838526,       2.672515977,       6.575026849
          0,           0,         210,     -0.9916230843,       2.599174841,       2.663052028,       6.622849883
          0,           0,         211,     -0.9897957754,       2.591820713,       2.673262648,       6.637932563
          0,           0,         212,     -0.9792291616,       2.531367379,       2.676707638,       6.436651005
          0,           0,         213,     -0.9643117442,       2.535134383,       2.683866061,       6.322294223
          0,           0,         214,     -0.9735919743,       2.535619081,       2.677935524,       6.307676933
          0,           0,         215,     -0.9781689761,       2.541207724,        2.68607256,       6.357121026
          0,           0,         216,     -0.9396561938,       2.583802566,       2.718334795,       6.356900648
          0,           0,         217,      -0.703332647,       2.823707919,        2.93646915,       6.595340821
          0,           0,         218,    -0.01797967761,       3.088530225,       3.714314882,       7.171090127
          0,           0,         219,     -0.5384944722,       2.698078468,       3.189500731,       6.673087099
          0,           0,         220,     -0.9524446242,       2.500210071,       2.693565587,       6.274249698
          0,           0,         221,     -0.9879126044,       2.475652736,       2.661899247,       6.347179656
          0,           0,         222,     -0.9893346258,        2.47249761,       2.658334459,       6.255274031
          0,           0,         223,      0.1796371704,       3.383871997,       3.916537939,       7.388728251
          0,           0,         224,      -1.007302949,       2.462944038,       2.630617164,       6.248463863
          0,           0,         225,      -1.013965617,       2.455489401,       2.622890206,       6.246507497
          0,           0,         226,     -0.7841095366,       2.570570198,       2.923426701,       6.460427034
          0,           0,         227,      -1.013105669,       2.451968335,       2.627074432,       6.275155131
          0,           0,         228,      0.4239488958,       3.806785766,        4.15847162,       7.670656669
          0,           0,         229,      0.4306454603,       3.892784372,       4.165200727,       7.707765563
          0,           0,         230,     -0.4083678171,       2.926394795,       3.323398146,       6.833274462
          0,           0,         231,     -0.3697102425,       3.302586242,       3.594547743,       7.378004973
          0,           0,         232,     -0.4950667651,       3.191504869,       3.454712637,       7.234283868
          0,           0,         233,     -0.6719055569,       2.987544106,       3.228230333,       6.986085936
          0,           0,         234,     -0.9147433399,       2.629081256,       2.857327149,       6.590365208
          0,           0,         235,     -0.9035438811,        2.64009606,       2.874203172,       6.613525126
          0,           0,         236,     -0.6346131655,       2.816176194,        3.02770205,       6.662671768
          0,           0,         237,     -0.4717929994,       2.949217658,        3.17277611,       6.734605326
          0,           0,         238,     -0.4843605596,       2.933207694,       3.167669479,       6.727059526
          0,           0,         239,     -0.7537687671,       2.755589017,       2.964078399,       6.629614639
          0,           0,         240,     -0.8599822873,       2.646299684,       2.882093643,       6.584978651
          0,           0,         241,     -0.9410298841,       2.501607894,       2.694241602,       6.268700446
          0,           0,         242,     -0.9008920163,       2.587923718,       2.746939183,       6.351164437
          0,           0,         243,    -0.09573810087,       3.397147192,       3.505601517,       7.017748323
          0,           0,         244,    -0.07004889882,       3.420454436,       3.561384576,       7.078858236
          0,           0,         245,      0.4374092407,       3.931272964,       4.023494081,         7.5314794
          0,           0,         246,     -0.3259914535,       3.168051249,       3.299087009,       6.992212058
          0,           0,         247,     -0.6312412168,       2.860057979,       3.126508844,       7.272856111
          0,           0,         248,     -0.7537212711,       2.719706587,         3.1188935,       7.419329837
          0,           0,         249,     -0.7751317079,       2.679330195,       3.115505934,       7.429768374
          0,           0,         250,     -0.8057488541,       2.647401936,       3.053506058,       7.261505214
          0,           0,         251,     -0.8004792776,       2.651364235,       3.061114167,       7.276078676
          0,           0,         252,     -0.6954620197,       2.732815193,       3.115618761,       7.288656103
          0,           0,         253,     -0.6873323078,        2.74169734,         3.1227933,       7.290174921
          0,           0,         254,     -0.6686612686,       2.764650771,        3.14381234,       7.297471211
          0,           0,         255,     -0.7192218146,       2.702192844,       3.114480766,       7.304293228
          0,           0,         256,     -0.6289492104,       2.831346612,       3.201734295,       7.323574162
          0,           0,         257,      -0.665159892,       2.880487207,       3.189824263,       7.337725537
          0,           0,         258,     -0.6670834477,       2.734715034,       3.174772255,       7.337969731
          0,           0,         259,      -0.639629225,       2.743971256,       3.190093879,       7.346983992
          0,           0,         260,     -0.7019260399,       2.692377879,       3.139920073,       7.353398162
          0,           0,         261,     -0.7007345452,       2.700967317,       3.143066981,       7.363383715
          0,           0,         262,     -0.6675248721,       2.803370626,       3.199942413,       7.379865315
          0,           0,         263,     -0.7164044731,       2.725965949,       3.176301441,       7.416619429
          0,           0,         264,      -1.028215199,       2.476663124,       3.090886661,       7.398428983
          0,           0,         265,     -0.3168744172,       3.034920831,       3.256574093,       7.411212236
          0,           0,         266,     -0.2171382343,       3.095516459,       3.278822858,       7.418555372
          0,           0,         267,     -0.2355142802,       3.082165795,       3.260807032,       7.435579501
          0,           0,         268,     -0.2753626515,       3.041061372,       3.214161174,       7.440129209
          0,           0,         269,     -0.4026614633,       2.945208545,       3.137567434,       7.349260671
          0,           0,         270,     -0.3970294949,       2.945576947,       3.273597267,       7.596404976
          0,           0,         271,     -0.3002940104,       3.086245717,       3.342230891,       7.426034573
          0,           0,         272,     -0.2607335266,       3.244280422,       3.492547023,       7.575648496
          0,           0,         273,      -0.221614489,       3.424163809,       3.562596135,       7.477098185
          0,           0,         274,     -0.1987264641,        3.55499992,       3.617172513,       7.625933683
          0,           0,         275,     0.03783725923,       3.674812008,       3.654510701,       7.590755457
          0,           0,         276,       1.219678353,       4.387509456,       5.029480392,       8.563471609
          0,           0,         277,       1.088709855,       4.261871218,       4.915297844,       8.463805893
          0,           0,         278,       1.053371481,       4.365978439,       4.880511104,       8.465779993
          0,           0,         279,      0.9777541806,       4.406316648,        4.80424489,       8.397301901
          0,           0,         280,      0.9092533482,       4.421294528,       4.736276873,       8.357924125
          0,           0,         281,      0.8845874726,       4.454037028,       4.711788645,       8.357559441
          0,           0,         282,      0.8915504172,        4.49976344,       4.719162198,       8.384048526
          0,           0,         283,     -0.3068978806,       3.360266741,        3.53310621,        7.74040753
          0,           0,         284,       -0.45880407,       3.138646329,       3.286644622,       7.596477096
          0,           0,         285,     -0.3496945649,       3.125513157,       3.267980067,       7.458041212
          0,           0,         286,     -0.4297739883,       3.045945358,       3.205169727,       7.391116677
          0,           0,         287,     -0.1908317349,       3.255730845,       3.786710171,       7.782343066
          0,           0,         288,     -0.2615995559,       3.182806743,       3.319594307,       7.581801247
          0,           0,         289,     -0.2585244983,       3.189452348,       3.267257627,       7.425940159
          0,           0,         290,     -0.2961608677,       3.170845254,       3.246634078,       7.389375139
          0,           0,         291,     -0.2876681165,        3.18584661,       3.234014619,       7.379867258
          0,           0,         292,     -0.2841221262,       3.196823857,         3.2351507,       7.378810685
          0,           0,         293,     -0.2619013992,       3.231765728,       3.235684267,       7.371474905
          0,           0,         294,     -0.2704117779,       3.280319857,       3.283263338,       7.441953729
          0,           0,         295,     -0.2843245306,       3.410948434,       3.366666774,       7.634968023
          0,           0,         296,     -0.2837410282,       3.308124398,       3.291473659,        7.61028027
          0,           0,         297,     -0.2677010455,       3.310245521,       3.311273212,       7.598551407
          0,           0,         298,     -0.2573764398,       3.317019886,       3.349522301,       7.615911488
          0,           0,         299,       -0.19417375,       3.414317386,       3.398755748,       7.586214212
          0,           0,         300,    0.005577294749,       3.463979155,       3.756136579,       8.112519257
          0,           0,         301,      0.5509081702,       3.972223174,       4.181680952,       7.953851839
          0,           0,         302,      0.7228426527,       4.143040144,       4.353705177,       7.950523553
          0,           0,         303,       0.678460789,       4.099320975,       4.308575672,       7.875312426
          0,           0,         304,      0.5427152685,       3.961884809,        4.17470878,        7.74897457
          0,           0,         305,      0.3134580116,       3.734910026,       3.943457615,       7.586234098
          0,           0,         306,     0.05783847106,       3.539040308,       3.730453946,       7.858659239
          0,           0,         307,      0.2179782451,       3.671526293,       3.872496156,       7.742545212
          0,           0,         308,     0.06691359255,       3.606503048,       3.711027098,       7.679283961
          0,           0,         309,     0.01988016564,       3.553158812,       3.653047875,       7.608120997
          0,           0,         310,    -0.02601683903,       3.487170223,       3.603071858,       7.556268252
          0,           0,         311,    -0.08465534642,       3.409504881,       3.535544952,        7.49590881
          0,           0,         312,     -0.1425582963,        3.33694934,       3.490136767,        7.47260066
          0,           0,         313,     -0.1742739242,       3.530346359,       3.505991173,       7.962482492
          0,           0,         314,     -0.1905941647,       3.448357436,       3.474707788,       7.843992546
          0,           0,         315,     -0.2169690709,       3.321092431,       3.433529122,       7.540543192
          0,           0,         316,     -0.2190182313,       3.294629661,       3.436240651,        7.47725636
          0,           0,         317,      -0.107793145,       3.429610352,       3.530099934,        7.50453611
          0,           0,         318,     -0.1642860103,       3.359862817,       3.441635182,       7.482229474
          0,           0,         319,     -0.1348821061,       3.403689706,       3.963106529,       8.168853195
          0,           0,         320,     -0.1679387281,       3.369415262,       3.437924938,       7.552095647
          0,           0,         321,     -0.1517442042,       3.362827388,       3.434449993,       7.490847702
          0,           0,         322,     -0.1614403822,       3.344261881,       3.446105509,       7.462265357
          0,           0,         323,     -0.1707520657,       3.347462782,        3.47719534,       7.545797046
          0,           0,         324,     -0.1680477365,       3.467924732,       3.501203603,       7.690180628
          0,           0,         325,     -0.1625862405,       3.374853376,       3.560437169,       7.646807435
          0,           0,         326,     -0.1260159473,       3.399867348,       3.572259242,       7.605722938
          0,           0,         327,     -0.1354430948,       3.393101586,       3.576195789,       7.612176195
          0,           0,         328,     -0.1457902239,       3.389870184,       3.562030517,        7.61337992
          0,           0,         329,     -0.1552877924,       3.404852298,       3.526587504,        7.64058521
          0,           0,         330,     -0.1585317412,       3.364896959,       3.530029728,       7.587547589
          0,           0,         331,     -0.1532030559,       3.396562884,       3.528838672,       7.627260333
          0,           0,         332,     -0.1652169261,       3.407317669,       3.477346478,       7.656451219
          0,           0,         333,     -0.1375717315,       3.429517102,       3.503041363,       7.641477242
          0,           0,         334,     -0.1578440543,        3.72135596,       3.684196189,       8.463237892
          0,           0,         335,     -0.1540651738,       3.456202667,       3.547420388,       7.763308661
          0,           0,         336,     -0.1456671816,       3.460100446,       3.506067211,       7.769544159
          0,           0,         337,      0.5452200986,       3.959362221,       4.167475673,       8.049797492
          0,           0,         338,     0.02714487387,        3.70506892,       3.696700793,       8.031476542
          0,           0,         339,     -0.1465660343,       3.517950162,       3.533432978,       7.818756327
          0,           0,         340,    -0.07169759484,       4.214297212,       3.941315337,       8.578769031
          0,           0,         341,     -0.1583455489,       3.565519825,       3.536405393,       7.889067071
          0,           0,         342,     -0.1353021807,       3.552669724,       3.538405921,        7.84023446
          0,           0,         343,     -0.1242628133,       3.551438815,       3.605959229,       7.910656273
          0,           0,         344,     -0.1280259743,       3.617293654,       3.561291478,       7.912445925
          0,           0,         345,    -0.06094455694,       3.528790954,       3.601393785,       7.883173665
          0,           0,         346,     -0.1336853786,       3.653806057,       3.569713573,       8.135892765
          0,           0,         347,       -0.13490171,       3.567710367,       3.552176182,       8.421465711
          0,           0,         348,     -0.1281550539,       3.538226044,        3.55781847,       8.363485809
          0,           0,         349,    -0.06587637993,       3.530768439,       3.605262635,       8.344974674
          0,           0,         350,   -0.007482615728,       3.604606443,       3.691324974,       8.337860085
          0,           0,         351,     0.04678057352,       3.617922269,        3.69429196,       8.322487898
          0,           0,         352,      0.1144416768,       3.647087416,       3.748674003,         8.3050297
